Old Ward Code,New ward code,Ward,Borough,lifespan,Population - 2015,Children aged 0-15 - 2015,Working-age (16-64) - 2015,Older people aged 65+ - 2015,% All Children aged 0-15 - 2015,% All Working-age (16-64) - 2015,% All Older people aged 65+ - 2015,Mean Age - 2013,Median Age - 2013,Area - Square Kilometres,Population density (persons per sq km) - 2013,% BAME - 2011,% Not Born in UK - 2011,% English is First Language of no one in household - 2011,General Fertility Rate - 2013,Male life expectancy -2009-13,Female life expectancy -2009-13,"Rate of All Ambulance Incidents per 1,000 population - 2014",Rates of ambulance call outs for alcohol related illness - 2014,Number Killed or Seriously Injured on the roads - 2014,In employment (16-64) - 2011,Employment rate (16-64) - 2011,Rate of new registrations of migrant workers - 2011/12,Median House Price (£) - 2014,Number of properties sold - 2014,Median Household income estimate (2012/13),Number of Household spaces - 2011,% detached houses - 2011,% semi-detached houses - 2011,% terraced houses - 2011,"% Flat, maisonette or apartment - 2011",% Households Owned - 2011,% Households Social Rented - 2011,% Households Private Rented - 2011,% dwellings in council tax bands A or B - 2015,"% dwellings in council tax bands C, D or E - 2015","% dwellings in council tax bands F, G or H - 2015",Claimant rate of key out-of-work benefits (working age client group) (2014),Claimant Rate of Housing Benefit (2015),Claimant Rate of Employment Support Allowance - 2014,Rate of JobSeekers Allowance (JSA) Claimants - 2015,% dependent children (0-18) in out-of-work households - 2014,% of households with no adults in employment with dependent children - 2011,% of lone parents not in employment - 2011,(ID2010) - Rank of average score (within London) - 2010,(ID2010) % of LSOAs in worst 50% nationally - 2010,Average GCSE capped point scores - 2014,Unauthorised Absence in All Schools (%) - 2013,% with no qualifications - 2011,% with Level 4 qualifications and above - 2011,A-Level Average Point Score Per Student - 2013/14,A-Level Average Point Score Per Entry; 2013/14,Crime rate - 2014/15,Violence against the person rate - 2014/15,Deliberate Fires - 2013,% area that is open space - 2014,Cars per household - 2011,Average Public Transport Accessibility score - 2014,% travel by bicycle to work - 2011,Turnout at Mayoral election - 2012
00AFGZ,E05000125,Plaistow and Sundridge,Bromley,79.9,15600,3250,9950,2400,20.9,63.9,15.3,38.8,38,4,3850,19.3,16.9,3.9,72.6,77.5,82.1,112.9,0.5,2,7283,73.5,9.2,295444,330,39460,6874,11.3,25,29.7,33.9,65.2,17.4,15.8,8.8,74,17.2,11.6,9.4,4.7,1.7,12.6,4.2,41.9,434,30,327.1,1,18.6,34.1,768.3,211.7,48.6,16.5,0.3,40.3,1,2.9,1.9,31.3
00AFHA,E05000126,Shortlands,Bromley,87.1,10150,1800,6150,2200,17.7,60.7,21.6,42.5,44,2.5,4020,15.6,16,3.6,57.1,86.1,88.1,91.2,0.6,1,4629,76.3,7.8,468000,174,48020,4305,33.4,19,11.7,36,79.2,6.2,13.5,3,47.6,49.4,5.3,3.6,1.9,0.7,3.7,1.6,27.2,623,0,381,0.3,12.1,43.3,722.9,213.8,33.8,8.1,0,3,1.3,2.7,1.4,39.4
00AFHB,E05000127,West Wickham,Bromley,84.5,15250,2600,9450,3200,17.1,62,21,42.3,45,4.4,3443.2,10.6,9.7,1.3,41.6,82.4,86.2,91.9,0.3,1,6917,76.8,6.8,475000,196,46210,5862,18.6,46.7,18.4,15.8,86.7,4.4,7.4,3.4,54.9,41.7,5.5,2.4,1.6,0.7,3.1,1.4,20.8,621,0,369.8,0.3,15.2,32.5,746.5,215.6,33.9,7.5,0.1,31.8,1.4,2.2,1.2,37.8
00AGGD,E05000128,Belsize,Camden,86.3,12800,2300,8850,1650,18,69,13,37.1,35,0.8,15937.5,27.8,46.3,14,65.4,84.2,88.2,85.9,0.4,1,6670,74.4,55.9,850000,223,52680,6480,1,3.6,8,87.3,41.4,19.6,37.1,9.8,50.2,40,7.8,10.2,3.6,1.4,12.5,3.6,52.7,431,50,327.6,0.9,8.4,62.2,643.9,201.5,60.9,11.4,0.6,1.3,0.6,4.2,4.9,36.2
00AGGE,E05000129,Bloomsbury,Camden,84,11700,750,9800,1100,6.5,83.9,9.6,34.1,28,1,11650,40.4,51.2,19.5,16.5,81.8,86.2,275.8,2.9,13,4639,51.4,70.6,560000,114,40340,5423,0.4,0.4,2.8,96.3,26.4,28.6,41.6,11.3,65.8,22.8,6,8.5,3.5,2.3,8,1.5,28.2,386,66.7,342.9,1,7.8,46.5,662.7,212.3,314.1,41.6,0.4,9.2,0.2,8,5,33.2
00AGGF,E05000130,Camden Town with Primrose Hill,Camden,84.6,13100,1900,9550,1650,14.6,72.9,12.5,37.3,35,1.2,10791.7,26.4,38.8,12.1,47.4,82.7,86.5,209.1,5.7,3,6413,69.4,56.3,813500,189,45840,6334,1,3.5,15.7,79.7,33.9,30.5,33.4,11,55.1,34,11.7,13.8,6,2.4,22.3,3.7,50.5,269,62.5,337.7,0.8,11.7,53.9,683.6,219.9,297,62,0.5,15.2,0.5,5.4,8.6,41.6
00AGGG,E05000131,Cantelowes,Camden,81.8,12450,1850,9450,1200,14.8,75.6,9.5,34.6,31,0.8,15375,31.9,35.9,12.6,40,78.2,85.3,120.1,1,2,5731,64.3,57.7,560000,115,39060,5276,1.2,6.3,9.9,82.5,30.1,40.3,27.7,11.8,70.2,18,12.9,15.5,6.7,2.6,22.9,4.7,47.4,206,85.7,317,0.9,13.9,48.1,723.8,215.7,82.5,22,0.7,7.4,0.4,4.9,11.1,37.3
00AGGH,E05000132,Fortune Green,Camden,85.3,12100,1850,9000,1300,15.2,74.2,10.6,36,33,1,12000,29,43.4,16.1,53.9,82.7,87.8,98.2,0.5,1,6598,74.6,58.8,575000,185,46800,5558,2.9,7.9,11.3,77.9,39.5,16.7,41.8,16.5,60.7,22.8,10.2,11.8,5.1,2.4,15.9,3.5,45.2,392,57.1,326.2,1.1,9.2,57.8,594.2,201.9,54.2,15.3,0.1,18.4,0.6,4.8,4.9,37.8
00AGGJ,E05000133,Frognal and Fitzjohns,Camden,86.5,12250,2000,8500,1750,16.3,69.4,14.3,37.6,35,1.5,8133.3,25.8,48.5,14.6,58.7,84.8,88,77.1,0.6,1,5692,69.8,70.3,955000,206,60310,5292,7.6,7.5,4.6,80.3,49.2,7.1,40.9,6.9,30.3,62.8,4.3,4,1.8,0.9,3.8,2,41.5,509,25,357.2,0.8,6.1,61.4,864,225,56.7,8.4,0,5.7,0.8,4.8,3.6,34.4
00AGGK,E05000134,Gospel Oak,Camden,83.3,11500,2100,7950,1450,18.4,69,12.6,37,35,0.7,16357.1,30.1,34.9,10.4,55.3,80.2,86.1,98.3,0.7,0,5031,65.5,33.1,599999,113,39990,5036,1.1,4.1,13.2,81.6,30.5,45.9,21.4,21.9,60.2,17.9,14.5,18.2,8,2.7,23.7,6.9,57.5,202,85.7,323.4,1,17.8,45.6,706.6,217.5,65.8,19.6,0,15.9,0.5,4.1,8.7,40.3
00AGGL,E05000135,Hampstead Town,Camden,87.4,11400,1950,7550,1900,17.3,66.3,16.5,39.9,39,2.5,4540,20,40.9,10.4,53.7,84,90.7,121.8,0.6,0,5750,76.6,32.1,1190000,167,62840,5548,3.6,10.6,14.5,71.2,50.6,13.4,33.3,5.8,38.8,55.4,4.4,5.1,1.9,0.7,4.5,1.6,33.9,531,14.3,384.3,1.1,6.1,68.3,732.2,221.8,82.9,13.5,0.4,53.9,0.7,4,4.3,40.8
00AGGM,E05000136,Haverstock,Camden,81.7,12750,2400,8900,1450,18.7,69.9,11.4,35.1,32,0.7,18000,37.1,36.3,10.7,51.4,78.1,85.5,142,1.1,1,5401,62.9,43.8,547305,146,35730,5408,0.8,2.8,9.7,86.7,26.7,49.2,22,34.1,52.3,13.6,14.6,19.6,7.9,2.5,29.3,8.1,58.5,171,85.7,297.2,1.1,18.6,43.1,658.3,206.5,87.6,27.9,0.2,8.2,0.4,4.7,7.5,38.3
00AGGN,E05000137,Highgate,Camden,85.1,11150,1850,7500,1800,16.4,67.3,16.3,40,40,3.2,3484.4,20.2,27.1,5.5,55.8,83.3,86.6,104.8,0.8,2,5163,70.4,16.2,650000,131,47840,4981,7.7,9.4,13.9,69.1,46.7,34.1,16.8,7.8,60.3,31.9,11.6,12.9,6.1,2.2,16.1,4.7,47.4,369,57.1,316,1,12.6,55.8,659.5,210.5,81,20.7,0.2,65.2,0.7,3.9,11.7,46
00AGGP,E05000138,Holborn and Covent Garden,Camden,84.4,13700,1750,10550,1400,12.7,77.1,10.3,36.2,33,1.2,11250,39.8,45.6,16.3,31.5,79.4,90.2,262.8,5,20,6266,61.9,52.3,685000,135,40180,6592,0.3,0.7,3.1,95.9,22.4,42.5,32.2,6,65.9,28.2,12.2,15.2,5.5,2.1,23.3,4.2,54.5,227,100,339,1.1,12.9,46.2,678.8,207.2,311,47.3,0.4,7.5,0.3,7.9,5.2,37.2
00AGGQ,E05000139,Kentish Town,Camden,78.6,13850,2150,10400,1350,15.4,75,9.6,35.5,33,1,13750,28.4,34.2,10.4,36.8,76.7,80.4,121.6,1.4,2,7131,71.3,36.6,630100,159,41230,5916,1,5.4,16.7,76.9,34.7,33.3,29.7,15.4,63.7,20.9,11.6,13,5.3,2,21.8,5.1,54.8,238,100,305.2,0.8,13.6,54.6,691.1,216.2,89,26.2,0.4,5.3,0.4,5.7,10.8,40.2
00AGGR,E05000140,Kilburn,Camden,78.5,12350,2200,8750,1450,17.7,70.7,11.6,36.1,33,0.7,17500,40.1,47.9,18.7,61.5,76.8,80.3,157.7,1,2,5745,66.8,60.1,468000,165,34730,6015,0.8,2,5,92.2,22.6,42.1,32.8,36.5,55.5,8.1,16.3,23.9,8.5,4,31.9,6.7,56,131,100,314,0.8,17.4,43.8,660.9,202.5,110.7,29.1,0.4,13.4,0.4,5.5,4.4,34.6
00AGGS,E05000141,King's Cross,Camden,83.8,12550,1600,10000,950,12.8,79.7,7.5,31.5,27,0.6,20833.3,49.2,50.9,22.4,24,80.1,88,139.2,1.1,3,4277,46.1,75.3,625000,116,32890,4922,0.9,0.9,3.4,94.8,17.6,46.1,33.2,18.8,68,13.2,9.1,13.8,4.9,3.3,17.1,5.3,42.6,303,100,322,1,12.1,39.7,651.3,206.6,122.4,26.1,0.2,13.5,0.2,7.8,7,32.8
00AGGT,E05000142,Regent's Park,Camden,80.7,14700,2200,11200,1350,14.8,76,9.2,34,29,1.3,10961.5,44.3,45.2,15.6,43.1,77.1,84.7,201.6,2.7,8,5474,54.4,76.8,600000,85,34260,5958,0.8,1.9,7.7,89.4,20.4,48,29.2,18.7,66,15.3,13.6,15.6,5.4,3.1,24.3,5.5,48.1,191,87.5,319.8,0.9,17.5,36.1,706.6,218.5,131.3,32.9,0.6,27,0.4,6.8,6.2,34.9
00AGGU,E05000143,St Pancras and Somers Town,Camden,79.6,16200,2850,12000,1350,17.7,74,8.3,33.1,29,1.4,10785.7,49,42.4,17.9,42,77.4,81.7,272.9,2.5,3,5173,53,65.2,465000,80,30500,5698,0.6,1.5,5,92.7,14.3,61.2,20.7,13.3,78.1,8.5,18.5,20.3,7.3,3.6,35.5,8.9,58.1,114,100,313.6,0.9,22.7,29.5,626.3,208.4,93.5,24.1,0.3,13.6,0.3,7.1,5.5,35.8
00AGGW,E05000144,Swiss Cottage,Camden,84.6,13200,2200,9400,1550,16.8,71.3,11.8,36.8,34,1.3,10076.9,32.4,51.2,17.8,62.2,81.4,87.5,92.8,0.4,2,6710,72.3,59.9,740500,217,50340,6210,2.7,3.3,5,89,40.8,16.5,39.8,7.5,52.5,40,7,9,3.3,1.7,13.4,3.8,58.5,401,50,305.1,0.9,9,60.4,627,192.7,70,13.7,0.5,14.5,0.6,6.2,4,33.2
00AGGX,E05000145,West Hampstead,Camden,83.4,12550,1650,9750,1150,13.1,77.6,9.2,35.4,33,0.9,13722.2,30.5,43.3,13.9,42,80.7,85.9,100.2,0.5,1,7259,76.2,55.1,622500,158,46290,6056,1.3,3.2,9.6,85.8,32.4,22.2,43.7,12.3,73,14.8,9.6,11.9,4.4,2.1,20.5,3.7,48,346,42.9,328.3,1,9.5,60.6,659.2,206.5,77.6,19.4,0.6,9.4,0.5,6,4.5,36.7
00AHGE,E05000146,Addiscombe,Croydon,80.5,17750,3550,12450,1750,19.9,70.3,9.8,35.5,34,1.6,10843.8,43.6,34.5,10.2,71.9,79.2,81.9,131.1,0.6,2,8956,74.1,39.4,250000,306,38070,7809,3.4,13.6,35.7,47.2,51.7,13.7,32.5,22.1,75.8,2.1,11.5,13.1,4.2,2.1,14.5,4.8,44.7,374,70,318.3,1.4,15.3,38,721.6,213.9,61,17.7,0.2,2.3,0.7,4.6,1.4,32.3
00AHGF,E05000147,Ashburton,Croydon,82.6,15150,2950,9950,2200,19.5,65.9,14.6,38,38,2.7,5555.6,36.7,22.3,4.8,56.9,81,84.1,96.2,0.7,2,6863,71.7,11.7,347000,181,38600,5635,10.8,36.8,34.4,18,67.1,21.5,9.7,11.2,77.8,11,13.1,10.1,4.5,2.3,16.7,5.5,37.8,349,33.3,320.1,1.1,19.5,27.3,700.6,212.4,58.1,15.6,0.7,22.2,1.1,2.9,1.1,36.6
00AHGG,E05000148,Bensham Manor,Croydon,83,16600,4000,10850,1700,24.1,65.6,10.3,34.8,34,1.4,11750,73.5,45.3,12.9,106.9,82,83.9,116.3,0.4,2,7344,67.5,44.1,246250,208,33530,6075,4.3,14.1,49.1,32.5,57.3,11.9,28,20.2,79.4,0.5,11.9,13.7,4.6,3.7,15.3,7.1,40.4,359,81.8,311.7,1.3,17.9,29.4,680.2,212.1,64.4,19.6,0.3,7.8,0.8,3.3,1.3,31.7
00AHGH,E05000149,Broad Green,Croydon,80.2,20050,5300,13250,1500,26.4,66.1,7.5,32,31,2.7,7185.2,68.6,46.2,16.9,81.7,77.8,82.5,149.6,1.2,7,8096,64.6,50.9,231000,288,31000,7187,4.8,18.1,34.1,42.9,41.2,27.5,28.3,20.4,79.3,0.3,17.3,19.8,5.7,3.2,19.4,10.6,51.4,143,100,309.5,1.6,20.2,26.9,678.6,212,151.3,42.2,1.4,4.6,0.7,4.7,1.3,30.5
00AHGJ,E05000150,Coulsdon East,Croydon,84.9,12700,2350,7600,2750,18.4,59.9,21.7,42.3,44,7.7,1629.9,15.4,11.8,1.5,61.4,81.8,88.1,101.3,0.4,2,5534,73.9,4.2,375000,177,42660,4993,33.7,40.1,15.4,10.7,80.4,12.5,5.7,3.6,66.5,29.9,8.7,6.2,2.9,1.2,11.4,2.9,36.9,518,25,335,0.9,18.2,30.3,709,214.5,34.9,9.8,0.4,56.8,1.4,1.9,0.9,39.4
00AHGK,E05000151,Coulsdon West,Croydon,81.7,14150,2600,9250,2300,18.4,65.2,16.4,39.8,41,5,2770,25.2,16.9,2.4,49.2,79.9,83.4,98.5,0.6,3,6565,75.5,7.4,361000,224,46610,4898,34.8,36.3,17.3,11.6,83.5,4.6,11,3.4,56.8,39.8,7.5,4.3,2.5,1,5.8,2.6,33.7,532,22.2,352.3,0.7,15.1,34.9,748.3,219.9,46.7,11.9,0.1,17.1,1.5,2.5,0.9,34.5
00AHGL,E05000152,Croham,Croydon,81.4,16200,3250,10900,2050,20.2,67.3,12.6,37.1,35,3.5,4614.3,31.3,24.3,6.5,66.7,80.1,82.6,105,0.7,0,8417,76.5,18.1,250000,389,42260,7218,18.9,15.8,16.2,49.1,60.1,8.3,29.4,11.7,65.9,22.5,9.5,8.5,3.3,1.3,10.5,3.9,41.6,442,50,341.2,1.2,12,42.1,713.1,218.3,57.3,15.7,0.3,19.1,1,3.3,1.3,36.3
00AHGM,E05000153,Fairfield,Croydon,80.8,21750,4200,15350,2250,19.2,70.5,10.3,35.2,33,3.8,5065.8,48.7,42.3,13.7,66.5,79.9,82,260.3,4.1,11,8567,73.1,42.3,236000,495,39130,8361,9.1,7,14.5,69.4,39.8,15.5,40.7,14.5,74.2,11.3,11.4,14.6,2.1,2.4,13.1,4.7,45.6,357,66.7,317.3,1.5,12.3,45.9,658.5,208.8,215.9,58.7,0.6,17.5,0.6,5.7,0.9,29.8
00AHGN,E05000154,Fieldway,Croydon,80.1,11850,3500,7150,1200,29.6,60.2,10.2,32,29,1.5,7800,34.4,19.3,4.1,61.5,77.7,82.1,138.8,0.5,0,3947,58.5,9.2,220000,45,26720,4053,2.8,25.7,37.1,34.4,33.5,60.6,4.8,34,66,0,23.3,24.5,6.9,4.2,28.1,15.5,52.2,56,100,276,1.9,34.4,12.5,631.7,198.5,61.8,26.8,2.5,22.9,0.8,2.9,0.3,23.7
00AHGP,E05000155,Heathfield,Croydon,83.9,13600,2450,8650,2450,18.2,63.7,18.2,40.1,40,8.7,1551.7,24.6,16.9,2.8,67.2,82.5,84.8,104.3,0.6,2,6385,74.3,6.5,260000,225,39770,5513,13.3,30.8,29.2,26.8,75.6,9.3,13.7,12.8,69.7,17.6,10.4,7.6,3.5,1.6,14.8,3.9,36.9,454,33.3,309.5,1.3,17.2,29.3,713.6,214.6,70.7,15.2,0.4,61.3,1.3,2.3,0.6,38.2
00AHGQ,E05000156,Kenley,Croydon,81.7,15650,3250,9900,2450,20.9,63.3,15.8,39,39,6.5,2369.2,23.2,17.9,3,65,80.4,82.8,93.6,0.4,1,7217,75,6.7,340000,279,44160,6019,33.7,29.3,12.4,24.7,74.1,11.4,12.1,3.2,63.7,33.2,8.9,6.7,2.6,1.1,8.7,3.7,36.6,466,33.3,330.1,1.1,14.6,36.1,718.8,220.3,35.9,11.8,0.2,39.6,1.3,1.9,1.2,35.3
00AHGR,E05000157,New Addington,Croydon,78.8,11250,2750,7000,1450,24.6,62.3,13.1,35.4,33,2.4,4604.2,23.7,13.9,3,70.8,77.1,80.2,167.9,0.5,1,4273,64.4,8.8,245000,86,28770,4061,2.6,50.2,21.8,25.2,48.4,42.2,7.7,24.9,75.1,0,22.2,18,7.2,2.6,26.1,11.4,52.2,116,85.7,289.8,2.1,34.8,12.8,680.5,217.1,70,26.8,1.2,31.2,1,2.7,0.3,24.1
00AHGS,E05000158,Norbury,Croydon,81.6,17100,3550,11250,2300,20.8,65.8,13.5,37,35,2.5,6740,62.3,43.6,13,77.5,78.8,84.3,123.2,0.7,8,7506,69.5,51.3,350000,203,36810,6218,8.9,29.2,36,25.9,59.8,13.8,23.6,10.6,72.3,17.1,11.3,9.8,3.4,2.4,12.3,6.1,45.3,384,66.7,326.8,1.1,16.2,34.1,694.1,214.9,54.2,16,0.2,15.8,1,3.1,1.8,33.8
